_id;PropertyID;PropType;taxkey;Address;CondoProject;District;nbhd;Style;Extwall;Stories;Year_Built;Rooms;FinishedSqft;Units;Bdrms;Fbath;Hbath;Lotsize;Sale_date;Sale_price
2999;264995;Residential;3241530110;2338 N 20TH ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1890;10;1804;2;4;2;0;11475;2023-03-29;75000,00
3000;178650;Residential;3241913000;1512-1514 W CLARKE ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1908;13;2960;2;6;3;0;4095;2023-04-18;130000,00
3001;178683;Residential;3242104000;2532 N 14TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1;1880;7;1314;1;4;1;1;6149;2023-12-22;110000,00
3002;178706;Residential;3242203100;2553 N 14TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1890;9;1924;1;4;2;0;6435;2023-11-28;115000,00
3003;178719;Residential;3242220000;2541 N 15TH ST;;15;2940;Multiple Residential Bldgs;Aluminum/Vinyl;1,5;1890;12;2904;3;6;2;0;6578;2023-04-21;85000,00
3004;178854;Lg Apartment;3249876100;1402 W MEINECKE AV;;15;6702;AP1 (Conventional Apt with 4-6 Units);Brick;2,0;1927;NULL;4504;4;NULL;0;0;8250;2023-02-24;170000,00
3005;178898;Residential;3249956000;2578 N 16TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1;1890;7;1405;1;4;2;1;3360;2023-11-16;105000,00
3006;178899;Residential;3249958100;2570 N 16TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1883;9;1474;1;6;1;0;7232;2023-08-17;60000,00
3007;178964;Lg Apartment;3250056000;2475-2479 W FOND DU LAC AV;;15;6702;AP1 (Conventional Apt with 4-6 Units);Alum/Vynyl Siding;2,0;1893;NULL;2700;4;NULL;0;0;7500;2023-06-07;68000,00
3008;179092;Residential;3250392000;2463 N 23RD ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1;1891;6;1336;1;3;1;0;3780;2023-04-25;36000,00
3009;179193;Residential;3250517000;2432-2434 N 21ST ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1890;10;1956;2;4;2;0;3780;2023-07-28;60000,00
3010;265392;Residential;3250625100;2024-2026 W CLARKE ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1903;NULL;1954;2;NULL;2;0;3600;2023-02-21;69000,00
3011;179267;Residential;3250691000;2640-2642 N 23RD ST;;15;2940;;;0,0;0;NULL;NULL;0;NULL;0;0;4920;2023-02-10;8600,00
3012;179278;Residential;3250702000;2204-2206 W CLARKE ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1910;12;2102;2;6;2;0;3600;2023-04-27;30000,00
3013;179278;Residential;3250702000;2204-2206 W CLARKE ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1910;12;2102;2;6;2;0;3600;2023-09-07;40000,00
3014;179299;Residential;3250728000;2640 N 24TH ST;;15;2940;Duplex O/S;Aluminum/Vinyl;1,5;1885;11;2044;2;5;2;0;3660;2023-11-27;59900,00
3015;179302;Residential;3250731000;2626 N 24TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1;1889;7;1530;1;4;1;0;3690;2023-11-15;49900,00
3016;179326;Residential;3250766000;2546-2548 N 24TH ST;;15;2940;Duplex O/S;Aluminum/Vinyl;2,0;1904;10;2192;2;2;2;0;3780;2023-12-22;70000,00
3017;179382;Residential;3250904000;2607 N 24TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1;1895;5;1464;1;3;1;0;3750;2023-02-07;42700,00
3018;179441;Residential;3251021000;2622-2626 W MEDFORD AV;;15;2940;Multiple Residential Bldgs;Asphalt/Other;2,5;1907;22;4383;4;10;4;0;6750;2023-05-17;200000,00
3019;179475;Residential;3251065000;2441-2443 N 26TH ST;;15;2940;Duplex O/S;Asphalt/Other;2,0;1906;11;2290;2;5;2;0;3660;2023-06-16;40500,00
3020;179507;Residential;3251214000;2329 N 20TH ST;;15;2940;Res O/S A & 1/2;Aluminum/Vinyl;1;1892;6;1220;1;3;1;1;3780;2023-04-21;31000,00
3021;179513;Residential;3251220000;2355 N 20TH ST;;15;2940;Duplex O/S;Aluminum/Vinyl;1,5;1890;9;1615;2;3;2;0;3780;2023-05-25;100000,00
3022;179620;Lg Apartment;3251425000;2500-2502 W FOND DU LAC AV;;15;6702;AP1 (Conventional Apt with 4-6 Units);Alum/Vynyl Siding;2,0;1900;NULL;2822;4;NULL;0;0;3600;2023-11-08;70000,00
3023;179849;Residential;3260880000;2440 N 33RD ST;;15;2400;Colonial;Aluminum/Vinyl;2,0;2006;6;1280;1;3;2;0;3600;2023-02-17;115000,00
3024;179911;Residential;3261174000;2709 W WRIGHT ST;;15;2420;Duplex O/S;Aluminum/Vinyl;2,0;1901;10;1984;2;4;2;0;3600;2023-04-14;60000,00
3025;179911;Residential;3261174000;2709 W WRIGHT ST;;15;2420;Duplex O/S;Aluminum/Vinyl;2,0;1901;10;1984;2;4;2;0;3600;2023-12-29;97000,00
3026;180052;Residential;3261465000;2540 N 34TH ST;;15;2400;;;0,0;0;NULL;NULL;0;NULL;0;0;2970;2023-02-15;4000,00
3027;180090;Residential;3261512000;2564 N 35TH ST;;15;2400;Res O/S A & 1/2;Aluminum/Vinyl;1;1896;6;1100;1;3;1;1;3600;2023-04-17;38000,00
3028;180102;Residential;3261526000;2437 N 34TH ST;;15;2400;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1902;8;1541;1;5;2;0;3600;2023-08-18;80000,00
3029;180103;Residential;3261531000;2417-2419 N 34TH ST;;15;2400;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1896;22;1931;1;8;2;0;3600;2023-09-26;110000,00
3030;180133;Residential;3261563000;2452 N 34TH ST;;15;2400;Res O/S A & 1/2;Asphalt/Other;1;1897;7;1332;1;4;1;0;2970;2023-04-28;20000,00
3031;180170;Residential;3270003000;2414--A N 37TH ST;;15;2380;Duplex O/S;Aluminum/Vinyl;1,5;1900;10;1624;2;5;2;0;3690;2023-07-10;85000,00
3032;180202;Residential;3270301000;2563--A N 36TH ST;;15;2380;Colonial;Aluminum/Vinyl;2,0;2008;5;1408;1;3;2;0;0;2023-11-30;58262,00
3033;180217;Residential;3270319100;2522 N 37TH ST;;15;2380;Res O/S A & 1/2;Aluminum/Vinyl;1;1898;6;1320;1;3;1;1;5400;2023-02-13;47900,00
3034;180257;Residential;3270364000;2467 N 35TH ST;;15;2400;;;;NULL;NULL;NULL;0;NULL;0;0;3600;2023-07-07;2800,00
3035;180262;Residential;3270376000;2432-2434 N 36TH ST;;15;2380;Duplex O/S;Aluminum/Vinyl;2,0;1907;12;2544;2;6;2;0;3600;2023-07-07;135000,00
3036;180264;Residential;3270378000;2440-2442 N 36TH ST;;15;2380;Duplex O/S;Aluminum/Vinyl;1,5;1896;10;2028;2;5;2;0;3600;2023-08-25;30000,00
3037;180279;Residential;3270506000;2443 N GRANT BL;;15;2500;Colonial;Stucco;2,0;1916;8;2117;1;4;1;1;7500;2023-05-05;249000,00
3038;180298;Residential;3270525000;2475-2477 N 41ST ST;;15;2380;Dplx Bungalow;Aluminum/Vinyl;2,0;1922;12;2632;2;6;2;0;4680;2023-01-18;72000,00
3039;180300;Residential;3270527000;2467-2469 N 41ST ST;;15;2380;Duplex O/S;Aluminum/Vinyl;2,0;1913;12;2934;2;6;2;0;4680;2023-02-27;94000,00
3040;180306;Residential;3270533000;2435-2437 N 41ST ST;;15;2380;Duplex O/S;Wood;2,0;1914;12;2508;2;6;2;0;4680;2023-06-15;138640,00
3041;180344;Residential;3270571000;2422-2424 N 41ST ST;;15;2380;Dplx Bungalow;Aluminum/Vinyl;2,0;1922;12;3517;2;8;3;0;4720;2023-02-27;94000,00
3042;180358;Residential;3270585000;2463-2465 N 39TH ST;;15;2380;Duplex O/S;Aluminum/Vinyl;2,0;1915;12;2684;2;6;2;0;4130;2023-11-30;75500,00
3043;180366;Residential;3270592000;2429-2431 N 39TH ST;;15;2380;Duplex O/S;Aluminum/Vinyl;2,0;1915;12;2816;2;6;2;0;4720;2023-07-27;87000,00
3044;180398;Residential;3270712000;2519-2521 N 39TH ST;;15;2380;Duplex O/S;Aluminum/Vinyl;2,0;1916;12;2361;2;6;2;0;4720;2023-08-30;125000,00
3045;180406;Residential;3270720000;2524 N 40TH ST;;15;2380;Milwaukee Bungalow;Aluminum/Vinyl;1;1919;7;1327;1;4;1;0;4720;2023-07-17;85000,00
3046;180443;Residential;3270757000;2560-2562 N 41ST ST;;15;2380;Duplex O/S;Aluminum/Vinyl;2,0;1916;16;3236;2;6;2;0;4720;2023-07-11;85000,00
3047;180460;Residential;3270774000;2507-2509 N 41ST ST;;15;2380;Dplx Bungalow;Aluminum/Vinyl;2,0;1914;13;2846;2;7;2;1;4680;2023-06-15;135000,00
3048;180495;Residential;3270808000;2578 N SHERMAN BL;;15;2500;Tudor;Masonry/Frame;2,0;1928;8;3042;1;4;2;1;8250;2023-11-29;212000,00
3049;180589;Residential;3271053000;2515-2517 N 38TH ST;;15;2380;Duplex O/S;Wood;2,0;1912;10;2152;2;5;2;0;4320;2023-12-22;60000,00
3050;180601;Residential;3271065000;2536-2538 N 39TH ST;;15;2380;Dplx Bungalow;Wood;2,0;1916;10;2502;2;4;2;0;4080;2023-05-19;162000,00
3051;180789;Residential;3271548000;2658-2660 N 37TH ST;;15;2380;Duplex O/S;Asphalt/Other;2,0;1903;10;2055;2;4;2;0;3600;2023-01-12;52500,00
3052;180798;Residential;3271557000;2620 N 37TH ST;;15;2380;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1921;6;1180;1;4;2;0;3600;2023-02-08;198000,00
3053;180861;Residential;3271624000;2535 N 37TH ST;;15;2380;Res O/S A & 1/2;Aluminum/Vinyl;1;1912;5;1095;1;3;1;0;3600;2023-04-05;52000,00
3054;180876;Residential;3271641100;2536-2538 N 38TH ST;;15;2380;Dplx Bungalow;Brick;2,0;1924;14;3600;2;7;2;0;12600;2023-07-27;90000,00
3055;180965;Condominium;3271791000;4007 W MEINECKE AV;PARC RENAISSANCE;15;5240;Condo Townhouse;;2,0;1983;5;1111;1;3;1;1;1;2023-09-07;105000,00
3056;180966;Condominium;3271792000;4009 W MEINECKE AV;PARC RENAISSANCE;15;5240;Condo Townhouse;;2,0;1983;5;1111;1;3;1;1;1;2023-07-27;100000,00
3057;181015;Residential;3280019000;2428 N 48TH ST;;15;2520;Milwaukee Bungalow;Aluminum/Vinyl;1;1921;6;1294;1;3;1;0;5187;2023-02-03;72500,00
3058;181015;Residential;3280019000;2428 N 48TH ST;;15;2520;Milwaukee Bungalow;Aluminum/Vinyl;1;1921;6;1294;1;3;1;0;5187;2023-06-26;130000,00
3059;181027;Residential;3280031000;2439 N 48TH ST;;15;2520;Res O/S 2sty +;Brick;2,0;1921;8;1866;1;4;1;0;6000;2023-08-25;110000,00
3060;181046;Residential;3280104000;2450-2452 N 50TH ST;;15;2520;Dplx Bungalow;Masonry/Frame;2,0;1924;14;3384;2;6;2;0;5502;2023-01-13;235000,00
3061;181055;Residential;3280113000;2409-2411 N 49TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1922;12;2670;2;6;2;0;5160;2023-06-12;135000,00
3062;181072;Residential;3280212000;2620-2622 N 48TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1926;12;2338;2;4;2;0;4655;2023-12-14;145000,00
3063;181108;Residential;3280321000;2601 N 49TH ST;;15;2520;Milwaukee Bungalow;Brick;1;1925;6;1327;1;3;1;0;3930;2023-08-03;152000,00
3064;181118;Residential;3280331000;2651-2653 N 49TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1926;12;3020;2;6;2;0;5240;2023-12-13;210000,00
3065;181127;Residential;3280340000;2656-2658 N 51ST ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1923;10;2344;2;4;2;0;4585;2023-08-10;123000,00
3066;181187;Residential;3280429000;2648--A N 49TH ST;;15;2520;Duplex O/S;Asphalt/Other;2,0;1914;32;2572;2;16;3;0;4500;2023-03-31;180000,00
3067;181211;Residential;3280603000;2366-2368 N 44TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1914;12;2639;2;6;2;0;4446;2023-08-07;100000,00
3068;181224;Residential;3280617000;2377 N 44TH ST;;15;2520;Colonial;Wood;2,0;1916;8;2326;1;5;1;0;4200;2023-08-28;197000,00
3069;181225;Residential;3280618000;2373 N 44TH ST;;15;2520;Res O/S 2sty +;Aluminum/Vinyl;2,0;1911;9;2092;1;4;2;0;4440;2023-10-12;89000,00
3070;181237;Residential;3280630000;2319-2321 N 44TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1914;12;2566;2;6;2;0;3600;2023-07-24;160000,00
3071;181294;Residential;3280739000;2523-2525 N 45TH ST;;15;2520;Dplx Bungalow;Stucco;2,0;1921;10;2670;2;4;2;0;5000;2023-09-20;112500,00
3072;181333;Residential;3280778000;2512-2514 N 45TH ST;;15;2520;Dplx Bungalow;Brick;2,0;1916;12;2408;2;6;2;0;5120;2023-03-14;116000,00
3073;181395;Residential;3280949000;2440 N 47TH ST;;15;2520;Milwaukee Bungalow;Brick;1;1920;8;1658;1;5;1;0;4920;2023-08-21;150000,00
3074;181416;Residential;3281014000;2509 N 48TH ST;;15;2520;Milwaukee Bungalow;Wood;1,5;1921;6;1848;1;4;2;1;5000;2023-10-19;195000,00
3075;181417;Residential;3281015000;2503 N 48TH ST;;15;2520;Milwaukee Bungalow;Brick;1,5;1929;11;2463;1;5;2;0;5000;2023-06-28;195000,00
3076;181446;Residential;3281044000;2508 N 48TH ST;;15;2520;Dplx Bungalow;Wood;1,5;1922;9;1880;2;4;2;0;5320;2023-06-14;208000,00
3077;181494;Residential;3281226000;2327 N 47TH ST;;15;2520;Milwaukee Bungalow;Aluminum/Vinyl;1;1922;7;1821;1;2;3;0;5187;2023-08-02;232000,00
3078;181558;Residential;3281405000;2411 N SHERMAN BL;;15;2500;Milwaukee Bungalow;Brick;1,5;1912;7;1993;1;3;2;1;6016;2023-04-28;295000,00
3079;181587;Residential;3281435000;2445-2447 N 45TH ST;;15;2520;Dplx Bungalow;Asphalt/Other;2,0;1914;10;2532;2;4;2;0;4500;2023-09-08;75900,00
3080;181603;Residential;3281606000;2655 N 44TH ST;;15;2520;Milwaukee Bungalow;Wood;1;1921;6;1275;1;3;2;0;4720;2023-05-03;95000,00
3081;181603;Residential;3281606000;2655 N 44TH ST;;15;2520;Milwaukee Bungalow;Wood;1;1921;6;1275;1;3;2;0;4720;2023-12-01;175000,00
3082;181608;Residential;3281611000;2629-2631 N 44TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1921;12;2834;2;6;2;0;4720;2023-08-25;139000,00
3083;181631;Residential;3281634000;2671-2673 N 45TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1921;12;2805;2;6;2;0;5250;2023-05-23;124900,00
3084;181663;Residential;3281666000;2667 N 46TH ST;;15;2520;Milwaukee Bungalow;Brick;1;1920;7;1611;1;4;1;0;5166;2023-10-20;87220,00
3085;181671;Residential;3281674000;2625 N 46TH ST;;15;2520;Milwaukee Bungalow;Aluminum/Vinyl;1;1919;7;1771;1;3;1;0;4880;2023-09-21;170000,00
3086;181714;Residential;3281823000;2519 N 49TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;1,5;1922;8;1946;2;3;2;0;5850;2023-12-15;90000,00
3087;181717;Residential;3281826000;2500-2502 N 50TH ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1923;20;2216;2;8;2;0;4420;2023-07-31;130000,00
3088;181722;Residential;3281831000;2526-2528 N 50TH ST;;15;2520;Dplx Bungalow;Wood;2,0;1923;12;2795;2;6;2;0;5240;2023-07-11;155000,00
3089;181864;Residential;3290132000;2354-2356 N 59TH ST;;10;1890;Dplx Bungalow;Brick;2,0;1936;10;2376;2;4;2;0;4998;2023-03-31;255000,00
3090;181874;Residential;3290142000;2349-2351 N 59TH ST;;10;1890;Dplx Bungalow;Stone;1,5;1940;10;2455;2;3;2;0;4998;2023-11-22;260000,00
3091;181994;Residential;3290425000;2624-2626 N 53RD ST;;15;1880;Dplx Bungalow;Aluminum/Vinyl;2,0;1927;12;2658;2;6;2;0;5040;2023-05-10;195000,00
3092;181996;Residential;3290427000;2614 N 53RD ST;;15;1880;Milwaukee Bungalow;Aluminum/Vinyl;1;1922;5;1024;1;2;1;0;3600;2023-12-04;140000,00
3093;182016;Residential;3290447000;2637 N 53RD ST;;10;1880;Milwaukee Bungalow;Aluminum/Vinyl;1;1929;6;1465;1;3;1;0;4800;2023-12-29;150000,00
3094;182020;Residential;3290451000;2617 N 53RD ST;;10;1880;Dplx Bungalow;Aluminum/Vinyl;1,5;1925;10;1894;2;4;2;0;5400;2023-11-10;133000,00
3095;182037;Residential;3290469000;2577-2579 N 52ND ST;;15;1880;Dplx Bungalow;Masonry/Frame;2,0;1926;10;2512;2;4;2;0;5400;2023-07-10;190000,00
3096;182078;Residential;3290510000;2533-2535 N 51ST ST;;15;2520;Dplx Bungalow;Aluminum/Vinyl;2,0;1925;10;2224;2;4;2;0;4840;2023-10-02;171000,00
3097;182081;Residential;3290513000;2521 N 51ST ST;;15;2520;Duplex O/S;Aluminum/Vinyl;1,5;1885;10;1607;2;4;2;0;4235;2023-10-19;65000,00
3098;182092;Residential;3290524000;2530 N 52ND ST;;15;1880;Milwaukee Bungalow;Wood;1;1925;8;1681;1;4;1;0;5400;2023-11-16;95000,00
3099;182096;Residential;3290528000;2546 N 52ND ST;;15;1880;Dplx Bungalow;Aluminum/Vinyl;1,5;1928;10;1647;2;4;2;0;3600;2023-08-30;153000,00
3100;182134;Residential;3290618000;2513-2515 N 57TH ST;;10;1890;Dplx Bungalow;Aluminum/Vinyl;2,0;1927;10;2066;2;4;2;0;4800;2023-04-24;267100,00
3101;182180;Residential;3290730000;2572 N 58TH ST;;10;1890;Milwaukee Bungalow;Aluminum/Vinyl;1;1926;6;1264;1;3;1;0;4760;2023-01-19;142000,00
3102;182255;Residential;3290806000;2444 N 60TH ST;;10;1890;Milwaukee Bungalow;Brick;1;1929;7;1658;1;4;1;0;4800;2023-03-22;245000,00
3103;182277;Residential;3290906000;2339-2341 N 54TH ST;;10;1880;Dplx Bungalow;Brick;2,0;1928;14;2771;2;6;2;0;4816;2023-12-22;299500,00
3104;182324;Residential;3291113000;2638 N 56TH ST;;10;1880;Dplx Bungalow;Aluminum/Vinyl;1,5;1925;8;1715;2;3;2;0;4080;2023-03-30;180000,00
3105;182336;Residential;3291125000;2653--A N 55TH ST;;10;1880;Dplx Bungalow;Wood;2,0;1926;10;2186;2;4;2;0;4200;2023-08-31;145000,00
3106;182355;Residential;3291149000;2643-2645 N 56TH ST;;10;1880;Dplx Bungalow;Aluminum/Vinyl;2,0;1927;12;2580;2;6;2;0;4320;2023-10-20;150000,00
3107;182400;Residential;3291431000;2474 N 55TH ST;;10;1890;Milwaukee Bungalow;Asphalt/Other;1;1928;5;1074;1;3;1;1;2850;2023-12-28;137000,00
3108;182414;Residential;3291445000;2469 N 56TH ST;;10;1890;Res O/S 1 Story;Aluminum/Vinyl;1;1922;5;728;1;2;1;0;4320;2023-11-08;90000,00
3109;182446;Residential;3291477000;2451 N 57TH ST;;10;1890;Res O/S A & 1/2;Stucco;1;1922;5;704;1;2;1;1;4284;2023-11-28;120000,00
3110;182459;Residential;3291490000;2418 N 58TH ST;;10;1890;Milwaukee Bungalow;Asphalt/Other;1;1923;6;1044;1;3;1;0;4522;2023-08-02;190000,00
3111;182480;Residential;3291609000;2423-2425 N 55TH ST;;10;1890;Dplx Bungalow;Aluminum/Vinyl;2,0;1927;12;2646;2;4;2;0;5400;2023-07-11;170000,00
3112;182485;Residential;3291614000;2400-2402 N 56TH ST;;10;1890;Dplx Bungalow;Wood;2,0;1927;11;2291;2;4;2;0;3600;2023-11-17;243000,00
3113;182558;Residential;3291690000;2422 N 53RD ST;;10;1880;Milwaukee Bungalow;Asphalt/Other;1;1924;6;994;1;3;1;0;3600;2023-12-20;138000,00
3114;182561;Residential;3291693000;2406 N 53RD ST;;10;1880;Dplx Bungalow;Asphalt/Other;1,5;1923;10;2265;2;5;2;0;5400;2023-04-28;162000,00
3115;182568;Residential;3291700000;2375 N 54TH ST;;10;1880;Milwaukee Bungalow;Brick;1;1927;8;1593;1;4;1;1;4200;2023-03-24;155000,00
3116;182577;Residential;3291809000;2636 N 54TH ST;;10;1880;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1923;6;1413;1;4;1;0;4746;2023-09-27;112000,00
3117;182586;Residential;3291818000;2669 N 54TH ST;;10;1880;Res O/S 1 Story;Aluminum/Vinyl;1;1923;5;848;1;2;1;0;4680;2023-05-26;117500,00
3118;182600;Residential;3291832000;2610 N 55TH ST;;10;1880;Milwaukee Bungalow;Aluminum/Vinyl;1;1926;6;970;1;3;1;0;5220;2023-11-10;102500,00
3119;182626;Residential;3291860000;2563 N 54TH ST;;10;1880;Dplx Bungalow;Aluminum/Vinyl;1,5;1925;9;1673;2;3;2;0;4200;2023-11-21;179000,00
3120;182628;Residential;3291862000;2558 N 55TH ST;;10;1880;Milwaukee Bungalow;Aluminum/Vinyl;1;1922;6;1000;1;2;1;0;2700;2023-09-07;105000,00
3121;182662;Lg Apartment;3301067000;2666 N 63RD ST;;10;6660;AP1 (Conventional Apt with 4-6 Units);Brick;2,0;1951;NULL;2880;4;NULL;0;0;8090;2023-05-26;312564,00
3122;182705;Residential;3301244000;2507 N 60TH ST;;10;1890;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1925;7;1343;1;3;1;1;4800;2023-11-14;215000,00
3123;182857;Residential;3460014000;1755 N 51ST ST;;10;2540;Res O/S A & 1/2;Brick;1,5;1916;7;1673;1;3;1;0;5074;2023-04-17;301000,00
3124;182862;Residential;3460019000;1728 N 52ND ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1920;24;2203;1;12;2;0;5310;2023-06-23;340000,00
3125;182864;Residential;3460021000;1740 N 52ND ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1918;6;2073;1;3;2;0;5782;2023-02-28;304500,00
3126;182867;Residential;3460024000;1800 N 52ND ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1927;7;1606;1;4;2;1;4602;2023-08-31;360000,00
3127;182869;Residential;3460026000;1810 N 52ND ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1918;7;1873;1;3;2;0;4602;2023-11-22;350000,00
3128;182944;Residential;3460158000;2234 N 60TH ST;;10;2540;Milwaukee Bungalow;Brick;1;1925;8;1766;1;3;1;1;4720;2023-03-31;311000,00
3129;182947;Residential;3460161000;2252 N 60TH ST;;10;2540;Milwaukee Bungalow;Brick;1;1927;6;1611;1;3;1;0;4720;2023-04-17;240000,00
3130;182956;Residential;3460170000;5909 W GARFIELD AV;;10;2540;Milwaukee Bungalow;Brick;1;1922;8;1752;1;5;2;0;6096;2023-05-03;291000,00
3131;182965;Residential;3460179000;2111 N 59TH ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1926;8;1932;1;3;2;1;6251;2023-06-26;405000,00
3132;183036;Residential;3460332000;1540 N 53RD ST;;10;2600;Milwaukee Bungalow;Wood;1;1918;7;1629;1;3;2;0;5490;2023-10-18;361000,00
3133;183090;Residential;3460390000;1749-1751 N 53RD ST;;10;2540;Dplx Bungalow;Aluminum/Vinyl;2,0;1923;10;2291;2;4;2;0;4880;2023-11-02;245000,00
3134;183108;Residential;3460512000;2202 N 55TH ST;;10;2540;Duplex O/S;Aluminum/Vinyl;2,0;1915;20;1668;2;8;2;0;2736;2023-07-10;180000,00
3135;183110;Residential;3460514000;2208 N 55TH ST;;10;2540;Res O/S A & 1/2;Stucco;1;1915;5;1307;1;3;1;0;4560;2023-06-16;220000,00
3136;183126;Residential;3460530000;2163 N 54TH ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1919;5;1602;1;2;2;0;4680;2023-04-26;230000,00
3137;183181;Residential;3460703000;1713 N 55TH ST;;10;2540;Milwaukee Bungalow;Brick;1;1926;7;1222;1;3;2;0;2520;2023-06-29;155000,00
3138;183249;Residential;3460817000;1544-1546 N 59TH ST;;10;2600;Dplx Bungalow;Aluminum/Vinyl;2,0;1924;10;2333;2;4;2;0;4760;2023-01-12;340000,00
3139;183302;Residential;3460902000;2001-2003 N 55TH ST;;10;2540;Dplx Bungalow;Aluminum/Vinyl;2,0;1922;11;2709;2;5;2;0;5280;2023-12-28;215000,00
3140;183323;Residential;3461101000;2045 N 57TH ST;;10;2540;Duplex O/S;Aluminum/Vinyl;2,0;1913;14;3416;2;7;3;0;3927;2023-08-24;405000,00
3141;183354;Residential;3461131000;2045-2047 N 58TH ST;;10;2540;Dplx Bungalow;Aluminum/Vinyl;2,0;1923;10;2008;2;4;2;0;3927;2023-12-15;187000,00
3142;183376;Residential;3461153000;2014 N 59TH ST;;10;2540;Duplex O/S;Aluminum/Vinyl;2,0;1904;15;2229;2;6;2;0;5355;2023-12-08;175000,00
3143;183385;Residential;3461166000;2015 N 59TH ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1923;7;1533;1;3;2;1;5355;2023-07-14;280000,00
3144;183481;Residential;3461264000;1732 N 56TH ST;;10;2540;Colonial;Aluminum/Vinyl;2,0;1900;7;2112;1;3;2;0;6480;2023-04-14;348400,00
3145;183507;Residential;3461290000;2018-2020 N 56TH ST;;10;2540;Dplx Bungalow;Aluminum/Vinyl;2,0;1924;10;2335;2;4;2;0;4800;2023-03-31;275300,00
3146;183520;Residential;3461303000;2009 N 56TH ST;;10;2540;Milwaukee Bungalow;Wood;1;1923;7;1885;1;3;2;0;4800;2023-10-11;367500,00
3147;183551;Residential;3461411000;2218 N 56TH ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1921;6;1820;1;3;2;0;4520;2023-05-19;325000,00
3148;183580;Residential;3461440000;2223 N 56TH ST;;10;2540;Milwaukee Bungalow;Aluminum/Vinyl;1;1919;6;1255;1;3;1;0;4520;2023-03-13;205000,00
3149;183583;Residential;3461443000;2239 N 56TH ST;;10;2540;Milwaukee Bungalow;Brick;1,5;1919;9;2243;1;5;2;0;4068;2023-12-21;200000,00
3150;183589;Residential;3461449000;2229 N 57TH ST;;10;2540;Milwaukee Bungalow;Asphalt/Other;1;1920;7;1708;1;4;1;0;4480;2023-02-08;234000,00
3151;183622;Residential;3461482000;2147 N 56TH ST;;10;2540;Milwaukee Bungalow;Brick;1,5;1917;7;2141;1;3;2;0;4520;2023-05-17;341000,00
3152;183656;Residential;3461516000;2157 N 55TH ST;;10;2540;Milwaukee Bungalow;Wood;1,5;1919;7;1794;1;4;2;0;4520;2023-09-08;303000,00
3153;183819;Residential;3461806200;1813-1815 N 54TH ST;;10;2540;Dplx Bungalow;Aluminum/Vinyl;2,0;1922;10;2529;2;4;2;0;4120;2023-10-12;300000,00
3154;183878;Residential;3461868000;1530-1532 N HAWLEY RD;;10;2600;Dplx Bungalow;Wood;2,0;1927;10;2098;2;4;2;0;7160;2023-03-21;248000,00
3155;183884;Residential;3461874000;1538 N 54TH ST;;10;2600;Milwaukee Bungalow;Aluminum/Vinyl;1;1919;8;1617;1;4;2;0;4200;2023-12-05;316500,00
3156;183902;Residential;3461892000;1433 N 54TH ST;;10;2600;Milwaukee Bungalow;Brick;1;1924;7;1613;1;4;1;1;2600;2023-06-24;190000,00
