,list-card-link href,list-card-addr,ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-label 2,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,list-card-link src,list-card-save-content
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1139 N Bronson Ave, Los Angeles, CA 90038"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,064""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1139 N Bronson Ave"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90038""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.09189,""longitude"":-118.31828},""url"":""https://www.zillow.com/homedetails/1139-N-Bronson-Ave-Los-Angeles-CA-90038/20789418_zpid/""}",https://www.zillow.com/homedetails/1139-N-Bronson-Ave-Los-Angeles-CA-90038/20789418_zpid/,"1139 N Bronson Ave, Los Angeles, CA 90038",1139 N Bronson Ave,Los Angeles,CA,Los Angeles,90038,1320000,"6,734",0.15,$196.02,sqft lot,Sold,Sold 09/11/2019,85,Very Walkable,34.09189,-118.31828,https://photos.zillowstatic.com/fp/8b2d07d78f2a118d51ea06e53b27c25f-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1130 N Beachwood Dr, Los Angeles, CA 90038"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,556""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1130 N Beachwood Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90038""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.091736,""longitude"":-118.320856},""url"":""https://www.zillow.com/homedetails/1130-N-Beachwood-Dr-Los-Angeles-CA-90038/20789454_zpid/""}",https://www.zillow.com/homedetails/1130-N-Beachwood-Dr-Los-Angeles-CA-90038/20789454_zpid/,"1130 N Beachwood Dr, Los Angeles, CA 90038",1130 N Beachwood Dr,Los Angeles,CA,Los Angeles,90038,1400000,"6,751",0.15,$207.38,sqft lot,Sold,Sold 07/24/2019,90,Walker's Paradise,34.091736,-118.320856,https://photos.zillowstatic.com/fp/28682febe6d15198e2db2c8a0cb60495-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5725 Melrose Ave, Los Angeles, CA 90038"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5725 Melrose Ave"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90038""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.083749,""longitude"":-118.325424},""url"":""https://www.zillow.com/homedetails/5725-Melrose-Ave-Los-Angeles-CA-90038/2136668079_zpid/""}",https://www.zillow.com/homedetails/5725-Melrose-Ave-Los-Angeles-CA-90038/2136668079_zpid/,"5725 Melrose Ave, Los Angeles, CA 90038",5725 Melrose Ave,Los Angeles,CA,Los Angeles,90038,1700000,"6,425",0.15,$264.59,sqft lot,Sold,Sold 10/09/2018,92,Walker's Paradise,34.083749,-118.325424,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1931 W Rosebud, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1931 W Rosebud"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.0983,""longitude"":-118.249337},""url"":""https://www.zillow.com/homedetails/1931-W-Rosebud-Los-Angeles-CA-90039/2087157929_zpid/""}",https://www.zillow.com/homedetails/1931-W-Rosebud-Los-Angeles-CA-90039/2087157929_zpid/,"1931 W Rosebud, Los Angeles, CA 90039",1931 W Rosebud,Los Angeles,CA,Los Angeles,90039,55000,"3,137",0.07,$17.53,sqft lot,Sold,Sold 11/01/2018,66,Somewhat Walkable,34.0983,-118.249337,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2336 Riverside Dr, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""320""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2336 Riverside Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.1042,""longitude"":-118.253718},""url"":""https://www.zillow.com/homedetails/2336-Riverside-Dr-Los-Angeles-CA-90039/20751974_zpid/""}",https://www.zillow.com/homedetails/2336-Riverside-Dr-Los-Angeles-CA-90039/20751974_zpid/,"2336 Riverside Dr, Los Angeles, CA 90039",2336 Riverside Dr,Los Angeles,CA,Los Angeles,90039,95000,"2,482",0.06,$38.28,sqft lot,Sold,Sold 08/26/2020,72,Very Walkable,34.1042,-118.253718,https://photos.zillowstatic.com/fp/479312182fa0c1eec4a9d604b7306973-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2266 Earl St, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2266 Earl St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.095944,""longitude"":-118.256275},""url"":""https://www.zillow.com/homedetails/2266-Earl-St-Los-Angeles-CA-90039/244500282_zpid/""}",https://www.zillow.com/homedetails/2266-Earl-St-Los-Angeles-CA-90039/244500282_zpid/,"2266 Earl St, Los Angeles, CA 90039",2266 Earl St,Los Angeles,CA,Los Angeles,90039,250000,"7,000",0.16,$35.71,sqft lot,Sold,Sold 06/20/2020,69,Somewhat Walkable,34.095944,-118.256275,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2641 Corralitas Dr, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2641 Corralitas Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.099877,""longitude"":-118.252641},""url"":""https://www.zillow.com/homedetails/2641-Corralitas-Dr-Los-Angeles-CA-90039/65242822_zpid/""}",https://www.zillow.com/homedetails/2641-Corralitas-Dr-Los-Angeles-CA-90039/65242822_zpid/,"2641 Corralitas Dr, Los Angeles, CA 90039",2641 Corralitas Dr,Los Angeles,CA,Los Angeles,90039,260000,"5,013",0.12,$51.87,sqft lot,Sold,Sold 06/18/2019,61,Somewhat Walkable,34.099877,-118.252641,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2635 Adelbert Ave, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2635 Adelbert Ave"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.104443,""longitude"":-118.255586},""url"":""https://www.zillow.com/homedetails/2635-Adelbert-Ave-Los-Angeles-CA-90039/65242796_zpid/""}",https://www.zillow.com/homedetails/2635-Adelbert-Ave-Los-Angeles-CA-90039/65242796_zpid/,"2635 Adelbert Ave, Los Angeles, CA 90039",2635 Adelbert Ave,Los Angeles,CA,Los Angeles,90039,300000,"2,465",0.06,$121.70,sqft lot,Sold,Sold 06/03/2019,76,Very Walkable,34.104443,-118.255586,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1900 Modjeska St #1914, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1900 Modjeska St #1914"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.097065,""longitude"":-118.249117},""url"":""https://www.zillow.com/homedetails/1900-Modjeska-St-1914-Los-Angeles-CA-90039/249519871_zpid/""}",https://www.zillow.com/homedetails/1900-Modjeska-St-1914-Los-Angeles-CA-90039/249519871_zpid/,"1900 Modjeska St #1914, Los Angeles, CA 90039",1900 Modjeska St #1914,Los Angeles,CA,Los Angeles,90039,325000,"31,799",0.73,$10.22,acres lot,Sold,Sold 08/19/2019,58,Somewhat Walkable,34.097065,-118.249117,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2364 Silver Ridge Ave, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2364 Silver Ridge Ave"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.09918,""longitude"":-118.255031},""url"":""https://www.zillow.com/homedetails/2364-Silver-Ridge-Ave-Los-Angeles-CA-90039/135686344_zpid/""}",https://www.zillow.com/homedetails/2364-Silver-Ridge-Ave-Los-Angeles-CA-90039/135686344_zpid/,"2364 Silver Ridge Ave, Los Angeles, CA 90039",2364 Silver Ridge Ave,Los Angeles,CA,Los Angeles,90039,510000,"5,448",0.13,$93.61,sqft lot,Sold,Sold 11/02/2020,62,Somewhat Walkable,34.09918,-118.255031,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2262 Fair Oak View Ter, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2262 Fair Oak View Ter"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.094989,""longitude"":-118.256944},""url"":""https://www.zillow.com/homedetails/2262-Fair-Oak-View-Ter-Los-Angeles-CA-90039/135675803_zpid/""}",https://www.zillow.com/homedetails/2262-Fair-Oak-View-Ter-Los-Angeles-CA-90039/135675803_zpid/,"2262 Fair Oak View Ter, Los Angeles, CA 90039",2262 Fair Oak View Ter,Los Angeles,CA,Los Angeles,90039,600000,"4,809",0.11,$124.77,sqft lot,Sold,Sold 07/07/2020,63,Somewhat Walkable,34.094989,-118.256944,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2301 Loma Vista Pl, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2301 Loma Vista Pl"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.095338,""longitude"":-118.256144},""url"":""https://www.zillow.com/homedetails/2301-Loma-Vista-Pl-Los-Angeles-CA-90039/250221876_zpid/""}",https://www.zillow.com/homedetails/2301-Loma-Vista-Pl-Los-Angeles-CA-90039/250221876_zpid/,"2301 Loma Vista Pl, Los Angeles, CA 90039",2301 Loma Vista Pl,Los Angeles,CA,Los Angeles,90039,600000,"2,674",0.06,$224.38,sqft lot,Sold,Sold 07/07/2020,63,Somewhat Walkable,34.095338,-118.256144,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2307 Loma Vista Pl, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2307 Loma Vista Pl"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.095389,""longitude"":-118.256261},""url"":""https://www.zillow.com/homedetails/2307-Loma-Vista-Pl-Los-Angeles-CA-90039/250221875_zpid/""}",https://www.zillow.com/homedetails/2307-Loma-Vista-Pl-Los-Angeles-CA-90039/250221875_zpid/,"2307 Loma Vista Pl, Los Angeles, CA 90039",2307 Loma Vista Pl,Los Angeles,CA,Los Angeles,90039,600000,"2,674",0.06,$224.38,sqft lot,Sold,Sold 07/07/2020,63,Somewhat Walkable,34.095389,-118.256261,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2315 Loma Vista Pl, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""588""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2315 Loma Vista Pl"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.095438,""longitude"":-118.256557},""url"":""https://www.zillow.com/homedetails/2315-Loma-Vista-Pl-Los-Angeles-CA-90039/20743108_zpid/""}",https://www.zillow.com/homedetails/2315-Loma-Vista-Pl-Los-Angeles-CA-90039/20743108_zpid/,"2315 Loma Vista Pl, Los Angeles, CA 90039",2315 Loma Vista Pl,Los Angeles,CA,Los Angeles,90039,600000,"3,049",0.07,$196.79,sqft lot,Sold,Sold 07/07/2020,63,Somewhat Walkable,34.095438,-118.256557,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2318 Loma Vista Pl, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2318 Loma Vista Pl"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.095327,""longitude"":-118.256745},""url"":""https://www.zillow.com/homedetails/2318-Loma-Vista-Pl-Los-Angeles-CA-90039/135675797_zpid/""}",https://www.zillow.com/homedetails/2318-Loma-Vista-Pl-Los-Angeles-CA-90039/135675797_zpid/,"2318 Loma Vista Pl, Los Angeles, CA 90039",2318 Loma Vista Pl,Los Angeles,CA,Los Angeles,90039,600000,"2,692",0.06,$222.88,sqft lot,Sold,Sold 07/07/2020,63,Somewhat Walkable,34.095327,-118.256745,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2925 Waverly Dr, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,031""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2925 Waverly Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.11022,""longitude"":-118.265865},""url"":""https://www.zillow.com/homedetails/2925-Waverly-Dr-Los-Angeles-CA-90039/20749365_zpid/""}",https://www.zillow.com/homedetails/2925-Waverly-Dr-Los-Angeles-CA-90039/20749365_zpid/,"2925 Waverly Dr, Los Angeles, CA 90039",2925 Waverly Dr,Los Angeles,CA,Los Angeles,90039,1680000,"16,117",0.37,$104.24,acres lot,Sold,Sold 03/12/2019,81,Very Walkable,34.11022,-118.265865,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2224 Earl St, Los Angeles, CA 90039"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,452""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2224 Earl St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90039""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.095474,""longitude"":-118.255239},""url"":""https://www.zillow.com/homedetails/2224-Earl-St-Los-Angeles-CA-90039/20743097_zpid/""}",https://www.zillow.com/homedetails/2224-Earl-St-Los-Angeles-CA-90039/20743097_zpid/,"2224 Earl St, Los Angeles, CA 90039",2224 Earl St,Los Angeles,CA,Los Angeles,90039,1880000,"12,632",0.29,$148.82,acres lot,Sold,Sold 08/28/2019,63,Somewhat Walkable,34.095474,-118.255239,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""0 Wildwood Dr., Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""0 Wildwood Dr."",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.130545,""longitude"":-118.200295},""url"":""https://www.zillow.com/homedetails/0-Wildwood-Dr-Los-Angeles-CA-90041/2089698493_zpid/""}",https://www.zillow.com/homedetails/0-Wildwood-Dr-Los-Angeles-CA-90041/2089698493_zpid/,"0 Wildwood Dr., Los Angeles, CA 90041",Wildwood Dr.,Los Angeles,CA,Los Angeles,90041,32500,"6,217",0.14,$5.23,sqft lot,Sold,Sold 04/25/2019,54,Somewhat Walkable,34.130545,-118.200295,https://photos.zillowstatic.com/fp/f3ca6961f72019d8063157086d4b9266-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5342 Hilltop Rd, Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5342 Hilltop Rd"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.144344,""longitude"":-118.2171},""url"":""https://www.zillow.com/homedetails/5342-Hilltop-Rd-Los-Angeles-CA-90041/135787449_zpid/""}",https://www.zillow.com/homedetails/5342-Hilltop-Rd-Los-Angeles-CA-90041/135787449_zpid/,"5342 Hilltop Rd, Los Angeles, CA 90041",5342 Hilltop Rd,Los Angeles,CA,Los Angeles,90041,60000,"5,679",0.13,$10.57,sqft lot,Sold,Sold 04/28/2020,53,Somewhat Walkable,34.144344,-118.2171,https://photos.zillowstatic.com/fp/1358a68ceac7d81598229405583ac7c6-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1654 Fair Park Ave, Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1654 Fair Park Ave"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.133719,""longitude"":-118.203465},""url"":""https://www.zillow.com/homedetails/1654-Fair-Park-Ave-Los-Angeles-CA-90041/250224438_zpid/""}",https://www.zillow.com/homedetails/1654-Fair-Park-Ave-Los-Angeles-CA-90041/250224438_zpid/,"1654 Fair Park Ave, Los Angeles, CA 90041",1654 Fair Park Ave,Los Angeles,CA,Los Angeles,90041,72000,"16,117",0.37,$4.47,acres lot,Sold,Sold 09/10/2020,69,Somewhat Walkable,34.133719,-118.203465,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1984 N Avenue 52, Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1984 N Avenue 52"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.12913,""longitude"":-118.19979},""url"":""https://www.zillow.com/homedetails/1984-N-Avenue-52-Los-Angeles-CA-90041/95527898_zpid/""}",https://www.zillow.com/homedetails/1984-N-Avenue-52-Los-Angeles-CA-90041/95527898_zpid/,"1984 N Avenue 52, Los Angeles, CA 90041",1984 N Avenue 52,Los Angeles,CA,Los Angeles,90041,78500,"5,048",0.12,$15.55,sqft lot,Sold,Sold 02/20/2020,34,Car-Dependent,34.12913,-118.19979,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2456 Loy Ln, Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2456 Loy Ln"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.138798,""longitude"":-118.221191},""url"":""https://www.zillow.com/homedetails/2456-Loy-Ln-Los-Angeles-CA-90041/95271960_zpid/""}",https://www.zillow.com/homedetails/2456-Loy-Ln-Los-Angeles-CA-90041/95271960_zpid/,"2456 Loy Ln, Los Angeles, CA 90041",2456 Loy Ln,Los Angeles,CA,Los Angeles,90041,100000,"11,761",0.27,$8.50,acres lot,Sold,Sold 07/28/2020,75,Very Walkable,34.138798,-118.221191,https://photos.zillowstatic.com/fp/fe14f58f95af7935742efa65720e3dc9-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""0 El Roble Dr., Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""0 El Roble Dr."",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.1366,""longitude"":-118.2077},""url"":""https://www.zillow.com/homedetails/0-El-Roble-Dr-Los-Angeles-CA-90041/2087589178_zpid/""}",https://www.zillow.com/homedetails/0-El-Roble-Dr-Los-Angeles-CA-90041/2087589178_zpid/,"0 El Roble Dr., Los Angeles, CA 90041",El Roble Dr.,Los Angeles,CA,Los Angeles,90041,150000,"8,276",0.19,$18.12,sqft lot,Sold,Sold 10/03/2018,79,Very Walkable,34.1366,-118.2077,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2482 Yosemite Dr, Los Angeles, CA 90041"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2482 Yosemite Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90041""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.136724,""longitude"":-118.222331},""url"":""https://www.zillow.com/homedetails/2482-Yosemite-Dr-Los-Angeles-CA-90041/95639988_zpid/""}",https://www.zillow.com/homedetails/2482-Yosemite-Dr-Los-Angeles-CA-90041/95639988_zpid/,"2482 Yosemite Dr, Los Angeles, CA 90041",2482 Yosemite Dr,Los Angeles,CA,Los Angeles,90041,198500,"12,197",0.28,$16.27,acres lot,Sold,Sold 08/20/2020,53,Somewhat Walkable,34.136724,-118.222331,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4927 Lynn St, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4927 Lynn St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.108151,""longitude"":-118.205921},""url"":""https://www.zillow.com/homedetails/4927-Lynn-St-Los-Angeles-CA-90042/250223023_zpid/""}",https://www.zillow.com/homedetails/4927-Lynn-St-Los-Angeles-CA-90042/250223023_zpid/,"4927 Lynn St, Los Angeles, CA 90042",4927 Lynn St,Los Angeles,CA,Los Angeles,90042,46000,"5,662",0.13,$8.12,sqft lot,Sold,Sold 03/13/2019,75,Very Walkable,34.108151,-118.205921,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
